id,time_event,title_en,title_zh,source_names,match_score
5f3f43eaf775749a,2026-07-25 17:31:00,Yahoo Finance spotlights an AI memory ETF,雅虎财经推荐AI存储ETF,"[""YahooFinance""]",0.393
a13db333e62fba6b,2026-07-25 17:27:20,Robinhood explores Crypto.com prediction markets integration,Robinhood洽谈接入Crypto.com预测市场,"[""TheBlock""]",0.479
5ebb97eedefbca2e,2026-07-25 17:25:00,Yahoo Finance opinion on Oklo stock drop,雅虎财经评Oklo股价下跌,"[""YahooFinance""]",0.386
5fe9ce06d5725454,2026-07-25 17:21:00,Hyperliquid priority fees burn $5 million in native tokens,Hyperliquid原生代币已销毁500万美元,"[""Followin快讯""]",0.42
f0f5a3f741a4b3d6,2026-07-25 17:19:01,Yahoo Finance compares mining funds with bullion ETFs,雅虎财经比较矿业基金与金银ETF,"[""YahooFinance""]",0.396
4ac2ca54682f567d,2026-07-25 17:01:35,Trump reportedly halts new U.S. strikes on Iran Friday,特朗普据称叫停周五对伊新打击,"[""金色财经""]",0.478
3bdb4cac94c2eeee,2026-07-25 17:01:20,Memory Industry Outlook Lacks Direct Crypto Catalyst,存储行业分化暂无直接加密催化,"[""PANews""]",0.393
4be2992520f47bfa,2026-07-25 17:01:20,"HTX Lists GS, AAL, TSLLT Perpetual Futures",HTX上线GS、AAL、TSLLT永续合约,"[""PANews""]",0.33
765c681919c0b877,2026-07-25 17:01:20,Coinbase to Suspend Across Protocol ACX Trading July 28,Coinbase将于7月28日暂停ACX交易,"[""PANews""]",0.433
916512a337acb7e1,2026-07-25 17:01:20,Tropykus to End Front-End Support on July 27,Tropykus将于7月27日停止前端支持,"[""PANews""]",0.382
9aae332f9a454486,2026-07-25 17:01:20,Nine firms launch Bitcoin security alliance with $15 million grant plan,9家机构成立比特币安全联盟,"[""PANews""]",0.421
9d94aa05bca3d85a,2026-07-25 17:01:20,Polygon Ithaca hard fork goes live July 29,Polygon Ithaca硬分叉7月29日上线,"[""PANews""]",0.319
a7e1f29b7e5ad3e0,2026-07-25 17:01:20,Bitcoin miner Ionic Digital to list on Nasdaq July 28,比特币矿企Ionic Digital将于7月28日登陆纳斯达克,"[""PANews""]",0.541
c0584ba1d2e13e2c,2026-07-25 17:01:20,Japanese lawmaker proposes national Bitcoin reserve,日本议员提议设立国家比特币储备,"[""PANews""]",0.391
c5ef76c3226169e7,2026-07-25 17:01:20,Jensen Huang Says AI Chip Demand Could Rise 5x to 10x,黄仁勋称AI芯片需求或增5到10倍,"[""PANews""]",0.441
1c4b3c43c27efc93,2026-07-25 17:01:19,ChatGPT and Codex experience widespread outage,ChatGPT与Codex大范围宕机,"[""ChainCatcher""]",0.396
327a592255bf5f6f,2026-07-25 17:01:19,ChatGPT and Codex outage resolved,ChatGPT与Codex故障已修复,"[""ChainCatcher""]",0.352
39e4f21082c70d0c,2026-07-25 17:01:19,"ETH Below $1,775 Could Trigger $552M Long Liquidations",ETH跌破1775美元或引发5.52亿美元多单清算,"[""ChainCatcher""]",0.435
500a98e9eda5890c,2026-07-25 17:01:19,"Analyst Says NAND Rumors Overstated, Sandisk LTA Seen Strategic",分析师称NAND传言被夸大,"[""ChainCatcher""]",0.37
9267c08ab0672037,2026-07-25 17:01:19,Robinhood Chain RWA Value Reaches $70 Million in Two Weeks,Robinhood Chain代币化RWA两周达7000万美元,"[""ChainCatcher""]",0.492
9e4496d25c96b02c,2026-07-25 17:01:19,Galaxy: Dormant Bitcoin Awakening Hits Lowest Since Q3 2022,Galaxy：Q2沉寂比特币苏醒量新低,"[""ChainCatcher""]",0.43
a11ab47924372470,2026-07-25 17:01:19,Ukraine Strikes Russian Caspian Oil Platform and Two Cargo Ships,乌克兰袭击俄里海油平台与两艘货船,"[""ChainCatcher""]",0.394
ae98bed310e108cf,2026-07-25 17:01:19,KOL Flags BitMart Withdrawal Issues After BMX Drops Over 60%,KOL称BMX暴跌后BitMart提现疑异常,"[""ChainCatcher""]",0.4
d80b07bc610c4efa,2026-07-25 17:01:19,Senate CLARITY draft adds white-hat bug bounty authority,CLARITY草案拟授权白帽赏金,"[""ChainCatcher""]",0.358
e86a89ad3e203866,2026-07-25 17:01:19,Crypto hacks hit $1.32B across 224 disclosed H1 2026 incidents,2026上半年加密黑客损失13.2亿美元,"[""ChainCatcher""]",0.375
039435445e2aaee6,2026-07-25 17:01:17,"SummerFi to sunset UI after exploit, ending seven-year run",SummerFi因攻击将结束运营,"[""TheDefiant""]",0.437
7db2371e58ee5277,2026-07-25 17:01:17,"BitMine Buys $73M ETH, Holdings Reach 5.74M ETH",BitMine增持7300万美元ETH,"[""TheDefiant""]",0.434
c1a8d93c7fc39fcd,2026-07-25 17:01:17,"eToro Invests in Extended, Eyes Zengo Integration",eToro投资Extended并计划接入Zengo,"[""TheDefiant""]",0.457
d377d58adad7e3e5,2026-07-25 17:01:17,EDX Markets Raises $76M Series C Led by SBI,EDX Markets获7600万美元C轮融资,"[""TheDefiant""]",0.417
d8024656a79803a0,2026-07-25 17:01:17,Former Tether CIO seeks partial equity sale,前Tether高管拟出售部分股权,"[""TheDefiant""]",0.392
d9495433d4fcf242,2026-07-25 17:01:17,NEAR Approves Ending Developer Gas Rebates,NEAR通过取消开发者Gas返佣,"[""TheDefiant""]",0.396
040108b072576ac7,2026-07-25 16:58:19,Iran says oil sales reached $18 billion during war and ceasefire,伊朗称战时及停火期售油180亿美元,"[""金色财经""]",0.406
9b91ec0556af567a,2026-07-25 16:56:00,"Prediction markets price 17% odds of ETH hitting $3,000 by 2026",预测市场押注ETH 2026达3000美元概率17%,"[""Followin快讯""]",0.397
f97fc10ea37260b2,2026-07-25 16:56:00,"Prediction markets price low odds of ETH above $3,000 by 2026",预测市场押注ETH 2026站上3000美元概率偏低,"[""Followin-EN""]",0.403
65d3c833ff344b48,2026-07-25 16:44:39,US stock outlook turns cautious ahead of Fed and Apple,美股谨慎观望美联储与苹果财报,"[""YahooFinance""]",0.378
18381f711e1cbe7a,2026-07-25 16:44:03,Over 1 Billion JUP Staked on Jupiter,Jupiter质押JUP超10亿枚,"[""金色财经""]",0.391
af8e8332c7d3dd0f,2026-07-25 16:44:03,"Over 1 Billion JUP Staked on Jupiter, About 15% of Supply",Jupiter质押JUP超10亿枚,"[""X/MessariCrypto"", ""金色财经""]",0.375
30d78e7d082f4821,2026-07-25 16:36:00,CLARITY adds self-custody token protection against unclaimed property claims,CLARITY新增自托管代币保护条款,"[""Followin快讯""]",0.423
533fe72684249d9f,2026-07-25 16:36:00,CLARITY adds self-custody token protection from dormant-property claims,CLARITY新增自托管代币保护条款,"[""Followin快讯""]",0.409
6bcbacdac31a8d49,2026-07-25 16:35:49,Meta shares fall nearly 10% ahead of July 29 earnings,Meta股价财报前跌近10%,"[""YahooFinance""]",0.403
e4f98726115e7a2e,2026-07-25 16:35:00,Yahoo Finance compares two energy stocks for 2026,雅虎财经比较两只能源股,"[""YahooFinance""]",0.404
aff9f38ef6e05886,2026-07-25 16:33:00,Yahoo piece reviews mid-term stock market pattern,雅虎评析中期股市走势规律,"[""YahooFinance""]",0.382
71fbfda126cbff66,2026-07-25 16:24:59,Yahoo Finance article highlights Vertiv before Q2 earnings,雅虎财经发文看好Vertiv财报前景,"[""YahooFinance""]",0.441
8768ae63297800c4,2026-07-25 16:24:38,Yahoo Finance article compares 3.4% income stock strategy,雅虎财经谈3.4%收益股票策略,"[""YahooFinance""]",0.432
90f6ffc3023603ea,2026-07-25 16:20:50,"1B JUP staked on Jupiter, about 15% of supply",Jupiter质押超10亿枚JUP,"[""X/MessariCrypto""]",0.358
47bec71aa57a8087,2026-07-25 16:14:48,BofA Sees US Fiscal Deficit Exceeding $2 Trillion in 2026,美银料美国赤字超2万亿美元,"[""金色财经""]",0.424
6005b414bda018ab,2026-07-25 16:14:00,AI chip startups target Nvidia with six architecture approaches,AI芯片初创以六路径挑战英伟达,"[""Followin快讯""]",0.373
a48981bd9cfc1bae,2026-07-25 16:14:00,AI Chip Startups Challenge Nvidia Across Six Architectural Paths,AI芯片新秀六路挑战英伟达,"[""Followin快讯""]",0.39
2ab0b266f1e539a8,2026-07-25 15:57:11,"Whale Trader Plans BTC Re-entry Near $64,000",巨鲸预告比特币6.4万美元接多,"[""BlockBeats快讯""]",0.4
e3c97024e18cac06,2026-07-25 15:57:11,"Whale trader plans BTC re-entry near $64,000 if support holds",巨鲸计划若6.4万美元守住则接回BTC多单,"[""BlockBeats快讯""]",0.403
2e7f1afba82dccf5,2026-07-25 15:47:27,AI chip startups target Nvidia with data-movement redesigns,AI芯片初创以新架构挑战英伟达,"[""TechFlow深潮""]",0.385
dc6df7397b4f0ef5,2026-07-25 15:47:27,AI chip startups target Nvidia with alternative architectures,多家AI芯片初创挑战英伟达,"[""TechFlow深潮""]",0.361
373a84f36000bc74,2026-07-25 15:38:00,"Bitdeer mined 990 BTC in June, up 7.5% month over month",Bitdeer 6月挖出990枚BTC创新高,"[""Followin快讯""]",0.341
ac7973182c1110d1,2026-07-25 15:38:00,"Bitdeer mined 990 BTC in June, up 7.5% month-on-month",Bitdeer6月产出990枚BTC创新高,"[""Followin快讯""]",0.347
34d1b319dce798ea,2026-07-25 15:35:10,Chinese AI talent competition highlights Moonshot’s research retention strategy,中国AI抢人战聚焦月之暗面留才策略,"[""BlockBeats快讯""]",0.406
eef83b0838c07898,2026-07-25 15:35:10,Kimi talent strategy centers on open-source AI research,Kimi以开源研究稳住AI人才,"[""BlockBeats快讯""]",0.342
2627496826859b17,2026-07-25 15:27:45,PlanB Opposes Temporary Bitcoin BIP-110 Soft Fork,PlanB反对比特币BIP-110软分叉,"[""X/wublockchain12""]",0.4
c124c0eea9bbec97,2026-07-25 15:27:45,PlanB Opposes Bitcoin BIP-110 Filter Fork,PlanB反对比特币BIP-110过滤分叉,"[""X/wublockchain12""]",0.466
97e044ed5fd4da5f,2026-07-25 15:19:01,PlanB Opposes Bitcoin BIP-110 Fork Filtering Proposal,PlanB反对比特币BIP-110提案,"[""Followin快讯"", ""吴说区块链""]",0.417
1b6bb6add6d33ab9,2026-07-25 15:18:55,"SUN completes 51st buyback burn, total burned tops 678.5M",SUN第51期回购销毁完成,"[""Followin快讯"", ""TechFlow深潮""]",0.432
a02c92417000194e,2026-07-25 15:18:55,"SUN completes 51st buyback burn, total burned tops 678.5 million",SUN完成第51期回购销毁,"[""TechFlow深潮""]",0.406
95617b68d65c1402,2026-07-25 15:08:00,SUN total token burns surpass 678.5 million in 51st buyback round,SUN第51期回购销毁累计超6.78亿枚,"[""Followin快讯""]",0.406
3bb28df38149b31b,2026-07-25 14:46:39,Study shows worker confidence remains steady amid economic uncertainty,研究称经济不安下员工信心仍稳,"[""YahooFinance""]",0.438
8eb67cd6e25f3f8d,2026-07-25 14:46:39,Study says workers stay confident amid economic uncertainty,研究称经济不安下员工仍有信心,"[""YahooFinance""]",0.436
02ece63d4da04a45,2026-07-25 14:44:11,Binance promotes QR payments via Binance Pay in Vietnam,币安推广越南Binance Pay扫码支付,"[""X/binance""]",0.397
847e6ab7e99aa103,2026-07-25 14:44:11,Binance promotes Binance Pay QR payments in Vietnam,币安推广越南二维码支付,"[""X/binance""]",0.451
ad3301881000c574,2026-07-25 14:42:19,Coinbase BTC discount extends to 67 days,Coinbase比特币负溢价持续67天,"[""BlockBeats快讯""]",0.412
de54ca711a4e3367,2026-07-25 14:42:19,Coinbase Bitcoin discount streak extends to 67 days,Coinbase比特币负溢价连67天,"[""BlockBeats快讯""]",0.426
566a95bd9bf02c4d,2026-07-25 14:30:00,"Yahoo Finance article cites Charlie Munger’s $100,000 savings advice",雅虎财经谈芒格10万美元储蓄建议,"[""YahooFinance""]",0.407
f7d923969bfd05d8,2026-07-25 14:30:00,"Yahoo Finance article shares generic $100,000 savings advice",雅虎财经刊文谈10万美元储蓄建议,"[""YahooFinance""]",0.424
0ab03e840635f66f,2026-07-25 14:16:49,Iran official says targeted Fordow site was empty,伊朗官员称福尔多设施为空,"[""BlockBeats快讯""]",0.404
901ff758b2c7f67b,2026-07-25 14:16:49,Iran Official Says Targeted Nuclear Site Was Empty,伊朗称遭袭核设施目前为空,"[""BlockBeats快讯""]",0.404
5fc144604d7ccfb5,2026-07-25 14:10:00,US debt interest reaches $857B in nine months,美国9个月债务利息达8570亿美元,"[""YahooFinance""]",0.379
b981aa47060901cd,2026-07-25 14:10:00,US debt interest reaches $857B in first nine months,美国9个月债务利息达8570亿美元,"[""YahooFinance""]",0.393
f497e3c139fb8fe9,2026-07-25 14:07:00,Michael Saylor Shares 38-Book Bitcoin Reading List,Michael Saylor分享38本比特币书单,"[""Followin快讯""]",0.429
3eefd39aef220963,2026-07-25 14:02:54,WuBlockchain posts Substack subscription link,吴说发布Substack订阅链接,"[""X/WuBlockchain""]",0.379
676f0187193b5dd0,2026-07-25 14:02:54,WuBlockchain promotes Substack subscription,吴说推广Substack订阅,"[""X/WuBlockchain""]",0.4
003ea37db43078a9,2026-07-25 14:02:31,WuBlockchain roundup highlights WLD discount sale and project shutdowns,吴说周报：WLD折价出售等动态,"[""X/WuBlockchain""]",0.37
623050e591f23dd7,2026-07-25 14:02:31,"Weekly updates highlight WLD sale, Movement bankruptcy, Odos wind-down",周报：WLD折价出售等项目动态,"[""X/WuBlockchain""]",0.368
064816c2d113e982,2026-07-25 14:01:03,US AI Kill Switch bill targets frontier AI labs,美国AI熔断法案瞄准前沿模型,"[""Decrypt""]",0.514
dca18edf7d781cb1,2026-07-25 14:01:03,US AI bill proposes emergency shutdown powers,美国AI法案拟设紧急停机权,"[""Decrypt""]",0.352
00eff54170de98d1,2026-07-25 14:00:54,Wu Blockchain Weekly Digest Covers EU Sanctions and Stablecoin Pilot,吴说周报聚焦欧盟制裁与稳定币试点,"[""吴说区块链""]",0.517
f03068c807f7b5ce,2026-07-25 14:00:54,"WuBlockchain roundup covers EU sanctions, BPI stablecoin pilot",吴说汇总涉欧盟制裁与BPI稳定币试点,"[""吴说区块链""]",0.478
1179027bc9884744,2026-07-25 14:00:00,"BTC liquidation clusters build at $61,147 and $66,823",BTC在61147与66823美元现清算密集区,"[""Followin快讯""]",0.443
de64dc31788dac00,2026-07-25 14:00:00,"ETH Liquidations Reach $552M Below $1,775, Coinglass Data Shows",ETH跌破1775美元或引发5.52亿美元多单清算,"[""Followin快讯""]",0.403
a36833937ac14f8a,2026-07-25 13:59:06,Bitcoin ETF volume hits 2024 low as Ether funds keep leading inflows,比特币ETF成交降至近年低位，以太坊基金继续领跑流入,"[""TheBlock""]",0.489
e39776a81426417b,2026-07-25 13:59:06,Bitcoin ETF volume hits 2024 low as Ether funds outpace inflows,比特币ETF成交降至近年低位，以太坊资金流入领先,"[""TheBlock""]",0.463
a1e3a99a8c17633c,2026-07-25 13:57:27,Wu Blockchain posts daily evening roundup,吴说发布每日晚报汇总,"[""X/wublockchain12""]",0.4
a5aa961a178b06b6,2026-07-25 13:57:27,Wu Blockchain posts daily evening roundup on X,吴说发布每日晚报汇总,"[""X/wublockchain12""]",0.4
0c71ab13c1a653f1,2026-07-25 13:56:00,China data bureau chief surveys Shanghai data market reforms,国家数据局调研上海数据要素改革,"[""Followin快讯""]",0.43
a3ce2ff53aa852b8,2026-07-25 13:56:00,China data bureau studies Shanghai data market reforms,国家数据局调研上海数据市场改革,"[""Followin快讯""]",0.377
f1fc8340c5cd54a0,2026-07-25 13:52:00,Former French Adviser Sues MARA for €11M Unpaid Commissions,前法国顾问起诉MARA索赔超1100万欧元,"[""Followin快讯""]",0.393
7a434a073bb1243f,2026-07-25 13:50:02,PlanB Opposes Bitcoin BIP-110 as Miner Support Stays Near 1%,PlanB反对比特币BIP-110提案,"[""BlockBeats快讯""]",0.406
2ffc08e32b24d5ae,2026-07-25 13:43:12,US House bill mandates kill switch for AI models above $100M,美国众院拟要求高成本AI设熔断开关,"[""TechFlow深潮""]",0.458
6c08667d3f1a2b09,2026-07-25 13:43:12,US House bill mandates kill switch for AI models over $100M,美国众议院拟要求高成本AI设熔断开关,"[""TechFlow深潮""]",0.462
42b5a3c3352b28c2,2026-07-25 13:39:00,Trump’s $1.4B crypto gains complicate Clarity Act passage,特朗普14亿美元加密收益阻碍Clarity法案,"[""Followin快讯""]",0.421
0f3652a4abdcf21d,2026-07-25 13:37:25,Wintermute outlines three AI-crypto machine economy themes,Wintermute谈AI加密三方向,"[""X/wublockchain12""]",0.397
884a687e2188764c,2026-07-25 13:35:00,Nine institutions pledge $15M to Bitcoin Security Consortium,9家机构成立比特币安全联盟,"[""Followin快讯""]",0.436
6808d9202973bd69,2026-07-25 13:32:35,Nvidia Shares Lag Despite Valuation Falling to Five-Year Lows,英伟达估值降至五年低位,"[""BlockBeats快讯""]",0.437
c349049e5175850f,2026-07-25 13:32:35,Nvidia valuation debate deepens as forward multiple falls to five-year low,英伟达估值争议加剧,"[""BlockBeats快讯""]",0.392
5183c583ee38bdeb,2026-07-25 13:31:00,"Crypto Liquidations Hit $191M in 24 Hours, Mostly Longs",24小时全网爆仓1.91亿美元,"[""Followin快讯""]",0.423
9e39a5910d80744d,2026-07-25 13:30:30,Wintermute Outlines Three AI-Crypto Infrastructure Directions,Wintermute谈3大AI加密方向,"[""吴说区块链""]",0.507
7656c86fd42b13b8,2026-07-25 13:28:53,Lawsuit Seeks €11M From MARA Over Exaion Deal,MARA因Exaion交易遭索赔1100万欧元,"[""X/wublockchain12""]",0.414
92624014bbc82160,2026-07-25 13:28:53,Lawsuit Seeks €11M From MARA Over Exaion Acquisition Work,MARA遭索赔超1100万欧元,"[""X/wublockchain12""]",0.397
161237859c0e7be9,2026-07-25 13:27:19,MARA France lead sues MARA for €11 million,MARA法国负责人起诉索赔1100万欧元,"[""吴说区块链""]",0.444
5ea373fee59bef1e,2026-07-25 13:27:19,MARA France executive sues MARA for €11 million,MARA France负责人起诉MARA索赔1100万欧元,"[""吴说区块链""]",0.423
52a8c853d9964303,2026-07-25 13:15:00,Apple warns of FaceTime banking-password scams,苹果警示FaceTime密码诈骗,"[""YahooFinance""]",0.389
b6c35ebd0c41c994,2026-07-25 13:15:00,Apple warns of FaceTime banking password scam,苹果警示FaceTime银行密码诈骗,"[""YahooFinance""]",0.374
e64d28cdd6d6c00f,2026-07-25 13:09:50,Analysis estimates BP fair value from Backpack IPO assumptions,分析按Backpack上市倒推BP估值,"[""吴说区块链""]",0.407
e8e84d87663a36a4,2026-07-25 13:09:50,Analysis estimates BP fair value from Backpack’s implied IPO valuation,分析称BP估值取决于Backpack上市定价,"[""吴说区块链""]",0.382
a643a2093be7cd48,2026-07-25 13:00:00,Opinion piece highlights tokenized weather derivatives use case,观点：代币化天气衍生品应用前景,"[""CoinDesk""]",0.403
ab2ef18185137cb2,2026-07-25 13:00:00,Opinion argues tokenized weather derivatives as crypto RWA use case,观点称天气衍生品代币化或成加密RWA用例,"[""CoinDesk""]",0.425
4467075094d1575c,2026-07-25 12:55:00,Yahoo Finance personal finance advice article,雅虎财经个人理财建议文章,"[""YahooFinance""]",0.388
937ea600785710dd,2026-07-25 12:55:00,Yahoo Finance personal finance article has no direct crypto link,雅虎理财文章与加密无直接关联,"[""YahooFinance""]",0.384
71587d534c0d0e94,2026-07-25 12:47:17,"Analyst Reiterates Bullish View on NAND, Sees Rumors Overblown",分析师称NAND利空被过度放大,"[""BlockBeats快讯""]",0.377
84e458b0d4d4cdd2,2026-07-25 12:47:17,"Analyst Defends NAND Outlook, Keeps Storage Sector Bullish",分析师澄清NAND利空维持看多,"[""BlockBeats快讯""]",0.458
bd6a8dcaecfa1db7,2026-07-25 12:38:16,"Yahoo recap covers Alphabet, Intel and Tesla stock moves",雅虎回顾谷歌英特尔特斯拉走势,"[""YahooFinance""]",0.385
dbc22edfd4ff7c78,2026-07-25 12:30:00,US trucking capacity tightens as freight rates stay near highs,美国卡车运力趋紧运价接近高位,"[""YahooFinance""]",0.377
dc9efd91d8211a85,2026-07-25 12:30:00,Sean Strickland money advice article gains 5.2M views,肖恩·斯特里克兰德理财言论获520万浏览,"[""YahooFinance""]",0.382
1cbce040638c737c,2026-07-25 12:24:40,"US stock outlook flags sell signal ahead of Fed, Apple",美股现卖出信号，聚焦美联储与苹果财报,"[""YahooFinance""]",0.365
1b619dbcc9d73b04,2026-07-25 12:23:36,OpenAI Restores ChatGPT and Codex After Broad Outage,OpenAI修复ChatGPT与Codex故障,"[""TechFlow深潮""]",0.432
72519d2b8a2c969b,2026-07-25 12:20:40,Galaxy: BTC dormant coin movement hits lowest since Q3 2022,Galaxy：BTC沉寂币唤醒量新低,"[""吴说区块链""]",0.394
e657405401d23dc6,2026-07-25 12:20:40,Dormant Bitcoin Reactivation Falls to Lowest Since Q3 2022,沉寂比特币唤醒量降至近四年低点,"[""吴说区块链""]",0.419
2e6ff46dde8be3e3,2026-07-25 12:14:03,Google and Tesla slump as suppliers gain,谷歌特斯拉大跌供应商走强,"[""YahooFinance""]",0.404
4bc23485c5726d9e,2026-07-25 12:12:29,BitMart BMX drops over 60% amid alleged withdrawal delays,BitMart平台币BMX暴跌逾60%,"[""X/PANewsCN""]",0.4
ff4c879ac82d5a2e,2026-07-25 12:12:29,BitMart’s BMX drops over 60% amid reported withdrawal delays,BitMart平台币BMX暴跌超60%,"[""X/PANewsCN""]",0.407
ccf0e1fc92c4dd68,2026-07-25 12:10:16,Anthropic reports Claude Opus 5 resists browser prompt injection,Anthropic称Opus 5抗提示注入显著提升,"[""BlockBeats快讯"", ""TechFlow深潮""]",0.417
d112e6c8f367aa7d,2026-07-25 12:10:16,Anthropic reports Claude Opus 5 resists prompt injection tests,Anthropic称Opus 5抗提示注入,"[""BlockBeats快讯""]",0.424
0196b814ca45acb4,2026-07-25 12:09:17,Report says Stripe may buy OpenRouter near $10B valuation,传Stripe拟近百亿美元收购OpenRouter,"[""X/PANewsCN""]",0.424
5c2c019dad39a7e8,2026-07-25 12:09:17,Report: Stripe Eyes OpenRouter Deal Near $10B Valuation,传Stripe拟近百亿美元收购OpenRouter,"[""X/PANewsCN""]",0.448
820e87959c176147,2026-07-25 12:06:01,Cointelegraph daily crypto roundup published,Cointelegraph发布加密日报,"[""Cointelegraph""]",0.385
6d57ca40c520ab5b,2026-07-25 12:05:00,Yahoo Finance personal finance article has no direct crypto catalyst,雅虎财经个人理财文无直接加密催化,"[""YahooFinance""]",0.4
5f08ab4fb4983d8c,2026-07-25 12:04:42,OpenAI says ChatGPT and Codex outage has been resolved,OpenAI称ChatGPT和Codex故障已修复,"[""BlockBeats快讯""]",0.407
6bd3f39b06446ae9,2026-07-25 12:04:07,Anthropic says Opus 5 resists browser prompt injection,Anthropic称Opus 5抗提示注入,"[""TechFlow深潮""]",0.452
24d894f690d2248f,2026-07-25 12:00:53,Binance posts promotional teaser with no material details,币安发布无实质信息预告,"[""X/binance""]",0.424
64f25cba98e4c7db,2026-07-25 12:00:53,Binance teaser post lacks actionable crypto details,币安预告帖缺乏实质信息,"[""X/binance""]",0.46
32a3f9efdd91032d,2026-07-25 11:55:59,Commentary on Managing Risk After Korea Stocks Fall 9%,韩国股市周跌9%后的风控观点,"[""吴说区块链""]",0.457
4c43999d74bae7b7,2026-07-25 11:55:59,Commentary on handling Korea stocks’ 9% weekly drop,NDV谈韩股周跌9%应对,"[""吴说区块链""]",0.413
c986bc234a7ae88d,2026-07-25 11:46:05,Senate Clarity Act draft adds white-hat bounty provision,参议院清晰法案拟增白帽奖励条款,"[""吴说区块链""]",0.407
0d7932798668d1cd,2026-07-25 11:43:49,Draft CLARITY Act adds rewards for white-hat vulnerability disclosures,CLARITY草案拟增白帽奖励,"[""TechFlow深潮""]",0.391
0a8435c436ab635a,2026-07-25 11:30:15,Fidelity backs Senate passage of CLARITY Act,富达支持参议院通过CLARITY法案,"[""Cointelegraph""]",0.4
de58c595de987151,2026-07-25 11:30:15,Fidelity urges Senate to pass CLARITY Act,富达呼吁参议院通过CLARITY法案,"[""Cointelegraph""]",0.392
